,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date,Expo_smooth_pred_x,Holt_pred,Prophet_pred,predicted_mean,Year,Month,Size
4870,BATBU,NCS540,N540X-12Z16G-SYS-D,Q3 FY2011,MAR FY2011,955,2020-03-01,2619.292426949408,2548.3845493783465,1267.9451254543335,1058.78285290444,2020,3,M
4871,CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q3 FY2011,MAR FY2011,2509,2020-03-01,1779.690072281601,2984.2970434051967,6285.996131241658,3213.011084325652,2020,3,L
4872,UOPBLRBU,C9200,C9200-24T-E,Q3 FY2011,MAR FY2011,759,2020-03-01,679.2263715582656,1072.792905146688,608.7314174659499,628.8463284675169,2020,3,M
4873,SRSBU,ISR900,C927-4P,Q3 FY2011,MAR FY2011,1054,2020-03-01,1130.6416981672107,1111.1618879902803,1165.810155971511,684.0697966983605,2020,3,M
4874,SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q3 FY2011,MAR FY2011,186,2020-03-01,263.14597386043715,249.5483002517912,129.0989536830437,273.4839275839855,2020,3,S
4875,UCEBU,PHONVOC,CP-8851-K9,Q3 FY2011,MAR FY2011,69249,2020-03-01,37044.590426703566,75457.43825234553,57313.24208550345,66498.35180490359,2020,3,XL
4876,QKBU,N9300,N9K-C93360YC-FX2,Q3 FY2011,MAR FY2011,302,2020-03-01,202.90170729900848,148.27673837364088,309.3662841486057,195.74479455857607,2020,3,S
4877,TOASTBU,CPAK100,CPAK-100G-LR4,Q3 FY2011,MAR FY2011,1570,2020-03-01,1594.7782307630564,2503.8597548940725,3201.778535239808,3033.3711360747384,2020,3,L
4878,QKBU,N9300,N9K-C93108TC-FX,Q3 FY2011,MAR FY2011,718,2020-03-01,512.4212211012627,886.9136195032515,903.3612191994696,1042.8505121731996,2020,3,M
4879,UOPBLRBU,C9200,C9200-48T-E,Q3 FY2011,MAR FY2011,1233,2020-03-01,655.5815293762766,920.8763284006334,1077.2713239146249,718.9978335539225,2020,3,M
4880,UOPBLRBU,C9300L,C9300L-48P-4G-E,Q3 FY2011,MAR FY2011,249,2020-03-01,250.41894897536056,345.1379620484718,318.5903044873148,278.5908795301937,2020,3,S
4881,SRSBU,ISR1K,C1121-8P,Q3 FY2011,MAR FY2011,68,2020-03-01,139.5137447031212,138.64721297079592,70.97384985681907,55.65371782467014,2020,3,XS
4882,UOPBLRBU,C9300L,C9300L-48P-4X-A,Q3 FY2011,MAR FY2011,1026,2020-03-01,569.7487292953836,348.6279804283331,667.5259270527487,558.9614781541999,2020,3,M
4883,CRBU,NCS5500,NCS-5508,Q3 FY2011,MAR FY2011,115,2020-03-01,55.15665399140636,57.32365016407135,64.21427472546591,72.14095898005127,2020,3,S
4884,UOPBLRBU,C9300,C9300-24UX,Q3 FY2011,MAR FY2011,1210,2020-03-01,983.1286636185608,1303.3860758701126,1193.4613772976695,2153.582166411205,2020,3,M
4885,UOPBLRBU,C9300,C9300-48UN,Q3 FY2011,MAR FY2011,1767,2020-03-01,1263.08619577411,2672.8733469648337,1732.337927808611,2184.0468101978468,2020,3,L
4886,SRSBU,ISR1121,ISR4451-X/K9,Q3 FY2011,MAR FY2011,2333,2020-03-01,1471.796006150259,2864.41573017855,2699.796008465555,3433.183825619041,2020,3,L
4887,ECBU,MDS9000,DS-X9648-1536K9,Q3 FY2011,MAR FY2011,281,2020-03-01,805.3363079438901,571.9175074959036,410.7122674174087,422.0752569387208,2020,3,S
4888,QKBU,N9500,N9K-X97160YC-EX,Q3 FY2011,MAR FY2011,353,2020-03-01,196.77206842702827,515.0348664466154,496.404168236626,659.9458190656883,2020,3,S
4889,CSA,UCSMEM,UCS-ML-X64G4RT-H,Q3 FY2011,MAR FY2011,9072,2020-03-01,5982.208352176651,6921.523477441029,4216.089139512716,6018.268977214737,2020,3,XL
4890,UOPBLRBU,C9200,C9200-48P-A,Q3 FY2011,MAR FY2011,3077,2020-03-01,945.567043174876,2817.2484920575034,3256.6510572706266,1868.8074315605247,2020,3,L
4891,UOPBLRBU,C9300,C9300-NM-8X,Q3 FY2011,MAR FY2011,26261,2020-03-01,22205.353502085032,25332.55536569545,25805.573761712585,31133.76572802528,2020,3,XL
4892,UOPBLRBU,C9200L,C9200L-24T-4G-E,Q3 FY2011,MAR FY2011,3183,2020-03-01,1870.1700717647984,2602.920715130414,3779.37031589114,2597.3593285403936,2020,3,L
4893,UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q3 FY2011,MAR FY2011,379,2020-03-01,112.78747800240828,186.15388414896665,302.1914872042526,244.95485339830515,2020,3,S
4894,CSA,UCSCPU,UCS-CPU-I6230,Q3 FY2011,MAR FY2011,1195,2020-03-01,418.7470890982728,449.92009810209953,822.3256420088878,573.1943054139439,2020,3,M
4895,RTOBU,C9120AX,C9120AXE-B,Q3 FY2011,MAR FY2011,4612,2020-03-01,3718.2903618453247,3821.353580898584,3365.3736468903453,2573.515348120035,2020,3,L
4896,TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q3 FY2011,MAR FY2011,226,2020-03-01,259.1061111855021,433.4511025020025,352.59463407787604,787.537342665912,2020,3,S
4897,BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2011,MAR FY2011,9,2020-03-01,23.000000971079896,142.6998254141285,39.58550153750568,161.8798672911813,2020,3,XS
4898,SRSBU,ISR1K,C1116-4P,Q3 FY2011,MAR FY2011,6226,2020-03-01,4187.968693432894,2607.2391993250963,4194.678157278827,2593.321148221817,2020,3,XL
4899,CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2011,MAR FY2011,174,2020-03-01,158.73580800000002,170.1164001738951,245.36846810866564,130.45421060263487,2020,3,S
4900,UOPBLRBU,C3650,WS-C3650-48FQM,Q3 FY2011,MAR FY2011,922,2020-03-01,422.9776886671107,297.314888197923,589.5673302648552,282.91695874791844,2020,3,M
4901,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2011,MAR FY2011,2419,2020-03-01,1829.5653218408845,2619.843166806302,3168.9217507665235,4138.453231196174,2020,3,L
4902,CRBU,NCS5500,NC55-36X100G-A-SE,Q3 FY2011,MAR FY2011,359,2020-03-01,7.907970046958941,123.76533952898104,263.7810357501049,152.82462795833115,2020,3,S
4903,ECBU,MDS9000,DS-C9396T-K9,Q3 FY2011,MAR FY2011,40,2020-03-01,80.36987005649674,73.60278142897714,35.01068023738154,118.50350338503613,2020,3,XS
4904,UOPBLRBU,C9300,C9300-24P,Q3 FY2011,MAR FY2011,4032,2020-03-01,4305.814954748968,6029.171757971467,4732.126980273154,5564.043305640359,2020,3,L
4905,QKBU,N9300,N9K-C92348GC-X,Q3 FY2011,MAR FY2011,186,2020-03-01,248.6476019150901,251.0790161869253,481.0026339704638,133.70462964286168,2020,3,S
4906,UOPBLRBU,C9200L,C9200L-24P-4X-E,Q3 FY2011,MAR FY2011,2259,2020-03-01,1472.7988582868124,1747.7506495116952,2105.7731599805647,1490.0336194478405,2020,3,L
4907,CRBU,8000,8800-LC-48H,Q3 FY2011,MAR FY2011,8,2020-03-01,14.826048015437136,52.23218013089781,135.66868722052791,1.239705760083058,2020,3,XS
4908,OTBU,NCS1000,NCS1001-K9,Q3 FY2011,MAR FY2011,65,2020-03-01,11.993793998055182,40.36664962707094,57.438369469692894,21.942302346246294,2020,3,XS
4909,QKBU,N9500,N9K-C9508,Q3 FY2011,MAR FY2011,141,2020-03-01,80.99999951362489,188.6103049897414,218.19372541425324,239.39771715462743,2020,3,S
4910,TOASTBU,QSFP100,QSFP-100G-SM-SR,Q3 FY2011,MAR FY2011,10844,2020-03-01,10165.307711130285,5640.509747916463,7487.576425427183,6147.483609688391,2020,3,XL
4911,BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2011,MAR FY2011,1491,2020-03-01,827.3497132754254,2124.974551321574,1954.9006930371504,2342.0142143758394,2020,3,M
4912,CRBU,NCS55FC,NCS-5504-SYS,Q3 FY2011,MAR FY2011,20,2020-03-01,128.16654967659227,91.50533371802412,69.67000680517528,123.55747190756264,2020,3,XS
4913,EBBU,C9500,C9K-F1-SSD-240G,Q3 FY2011,MAR FY2011,202,2020-03-01,89.37229524609221,97.7064188854248,163.7278214572459,91.86641160762132,2020,3,S
4914,UOPBLRBU,C9200L,C9200L-24P-4G-E,Q3 FY2011,MAR FY2011,6706,2020-03-01,3815.2932603069794,4024.651330856529,7890.809087123883,5182.33817448373,2020,3,XL
4915,SRSBU,ISR1K,C1111-4P,Q3 FY2011,MAR FY2011,9699,2020-03-01,3106.857245169001,5522.943891676153,8684.543830478819,7836.692012655281,2020,3,XL
4916,TOASTBU,SFP10G,SFP-10G-LR,Q3 FY2011,MAR FY2011,28497,2020-03-01,34087.30809089697,36720.85766852153,45157.578358279134,30107.741881556423,2020,3,XL
4917,CRBU,NCS5500,NCS-55A1-36H-SE-S,Q3 FY2011,MAR FY2011,51,2020-03-01,8.091828491559731,25.42673791061336,25.745242320886017,27.590081220755525,2020,3,XS
4918,UCEBU,PHONVOC,CP-7821-K9,Q3 FY2011,MAR FY2011,66370,2020-03-01,50682.98318390151,65927.12318442466,55407.27036096143,73908.25003258546,2020,3,XL
4919,ERBU,A9K9KFM,A9K-RSP880-SE,Q3 FY2011,MAR FY2011,108,2020-03-01,59.81578564082333,275.91229851158033,28.33848762109309,291.1787950399358,2020,3,S
4920,UOPBLRBU,C9300,C9300-48T,Q3 FY2011,MAR FY2011,2955,2020-03-01,1866.289553564121,3322.526937145986,3334.5634004097374,3277.804129375574,2020,3,L
4921,SRSBU,4300ISR,ISR4351/K9,Q3 FY2011,MAR FY2011,2148,2020-03-01,1124.7533874034727,2124.410038024955,1834.6696543648425,2508.971646597291,2020,3,L
4922,CVEBU,CTSQS,CS-CODEC-PRO+,Q3 FY2011,MAR FY2011,905,2020-03-01,975.3558992059932,787.178856564433,997.1950798462628,1024.061553224186,2020,3,M
4923,CPBU,DNAHW,DN2-CPU-I8276,Q3 FY2011,MAR FY2011,4,2020-03-01,,,43.45738623080948,0.0,2020,3,XS
4924,CSA,UCSCPU,UCS-CPU-I6240,Q3 FY2011,MAR FY2011,1969,2020-03-01,434.6260238328292,997.522150267488,1305.560764873751,759.5467050940566,2020,3,L
4925,RTOBU,C9130AX,C9130AXE-B,Q3 FY2011,MAR FY2011,892,2020-03-01,1832.149421900825,984.1844825445144,343.0792063169413,312.0938124062094,2020,3,M
4926,SRSBU,4300ISR,ISR4321/K9,Q3 FY2011,MAR FY2011,7644,2020-03-01,4491.044089004549,9206.034191658362,8055.807082563435,8148.610020220469,2020,3,XL
4927,EBBU,C9300AG,C9300-24S,Q3 FY2011,MAR FY2011,713,2020-03-01,554.0921607974441,676.6865728268273,651.9070540974158,501.65678350275647,2020,3,M
4928,RTOBU,C9115AX,C9115AXI-B,Q3 FY2011,MAR FY2011,16119,2020-03-01,8632.622093052018,7643.083220164292,17589.194284295703,6307.356617718483,2020,3,XL
4929,UCEBU,PHON3PC,CP-8865-3PCC-K9,Q3 FY2011,MAR FY2011,222,2020-03-01,331.46585473999875,215.02256733518428,124.03458130930257,142.90376664156798,2020,3,S
4930,ECBU,MDS9000,DS-C9148T-K9,Q3 FY2011,MAR FY2011,85,2020-03-01,250.090687147945,175.5051304663074,54.52245790790104,248.22679861500347,2020,3,XS
4931,CVEBU,CTSPS,CS-DESKPRO-K9,Q3 FY2011,MAR FY2011,392,2020-03-01,218.6556095505079,380.8371491609731,91.9840490298961,201.84364759709013,2020,3,S
4932,EBBU,C9500,C9500-24Y4C,Q3 FY2011,MAR FY2011,965,2020-03-01,783.0568336687779,841.4820766965726,1141.0346678518213,681.7130321492998,2020,3,M
4933,EBBU,C9600,C9606R,Q3 FY2011,MAR FY2011,302,2020-03-01,237.5062217078457,167.74899473298956,216.18235096325907,201.7669844676561,2020,3,S
4934,CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2011,MAR FY2011,18,2020-03-01,64.38598547423915,38.013205296042834,32.138209322913305,58.909409396122754,2020,3,XS
4935,CSA,UCST,UCSC-GPU-T4-16,Q3 FY2011,MAR FY2011,194,2020-03-01,308.56806859084287,429.3955136076899,52.57365842109209,300.7478619275313,2020,3,S
4936,CSA,UCSB,UCS-FI-6454,Q3 FY2011,MAR FY2011,229,2020-03-01,187.92679032990853,229.64806510292075,199.2155233968633,253.96003507671125,2020,3,S
4937,TOASTBU,QDD400G,QDD-400G-FR4-S,Q3 FY2011,MAR FY2011,0,2020-03-01,,,0.043738271238908,0.0,2020,3,XS
4938,UOPBLRBU,C9400,C9400-SUP-1,Q3 FY2011,MAR FY2011,3286,2020-03-01,1533.6360972269588,1772.9058024796948,3503.0823991713205,2222.007868224832,2020,3,L
4939,UOPBLRBU,C9200,C9200-48P-E,Q3 FY2011,MAR FY2011,4793,2020-03-01,4086.344521751068,6175.517409802299,4188.973426257615,5737.5204268268135,2020,3,L
4940,ERBU,A9K9KFM,A9K-RSP5-SE,Q3 FY2011,MAR FY2011,70,2020-03-01,32.77311473098747,101.17148521821068,594.0287404740519,69.99432049764559,2020,3,XS
4941,QKBU,N9300,N9K-C9364C,Q3 FY2011,MAR FY2011,254,2020-03-01,96.03127604117134,343.4274997911411,264.16694251105014,284.79989987391696,2020,3,S
4942,CPBU,DNAHW,DN2-SD19T61X-EV,Q3 FY2011,MAR FY2011,3048,2020-03-01,2887.427327534884,3844.838106009304,2684.921885605421,548.835339169952,2020,3,L
4943,BATBU,NCS540,N540-24Z8Q2C-SYS,Q3 FY2011,MAR FY2011,339,2020-03-01,384.6096020894331,563.8234626164225,110.48937211700988,608.1984234144677,2020,3,S
4944,TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q3 FY2011,MAR FY2011,5409,2020-03-01,3529.5739994874475,5473.94432397136,9196.213740581608,5659.240442206641,2020,3,XL
4945,CSA,UCSCPU,UCS-CPU-I6246,Q3 FY2011,MAR FY2011,113,2020-03-01,259.7743528415097,165.9137993653954,144.36050247746928,196.69655403973823,2020,3,S
4946,UOPBLRBU,C9300L,C9300L-24T-4X-A,Q3 FY2011,MAR FY2011,160,2020-03-01,63.78478385577027,119.43114495553358,190.15373831929367,47.26856948067906,2020,3,S
4947,UCEBU,PHONVOC,CP-8861-K9,Q3 FY2011,MAR FY2011,23355,2020-03-01,8115.263230319759,14650.038709239128,17556.008617465195,17183.369982039458,2020,3,XL
4948,UOPBLRBU,C1000,C1000-24T-4G-L,Q3 FY2011,MAR FY2011,266,2020-03-01,226.72917541012492,299.65736725825576,755.5241339705578,87.16458818457428,2020,3,S
4949,SRSBU,ISR1K,P-LTEA-EA,Q3 FY2011,MAR FY2011,5205,2020-03-01,1043.9735038556676,1298.3747173010545,2320.6306268454146,821.292151472297,2020,3,XL
4950,NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q3 FY2011,MAR FY2011,377,2020-03-01,188.91501100728425,191.58584569711547,243.8949548627069,187.71042269786287,2020,3,S
4951,SRSBU,WANLAN,NIM-24A,Q3 FY2011,MAR FY2011,3366,2020-03-01,4361.192213141716,3470.9132506419446,4491.388539647518,5905.281584303294,2020,3,L
4952,TOASTBU,SFPGE,GLC-TE,Q3 FY2011,MAR FY2011,81006,2020-03-01,102082.42464669264,87723.0556513252,84850.87310777446,91033.4206138944,2020,3,XL
4953,IOTBU,IE4000,IE-4000-8T4G-E,Q3 FY2011,MAR FY2011,1783,2020-03-01,1240.8459263939642,529.8765677183727,1252.984422012865,503.65237378310167,2020,3,L
4954,RTOBU,C9120AX,C9120AXI-B,Q3 FY2011,MAR FY2011,32251,2020-03-01,20828.065278101087,43440.267052437215,35341.46343361045,15922.513579886006,2020,3,XL
4955,UOPBLRBU,C9300,C9300-48H,Q3 FY2011,MAR FY2011,1,2020-03-01,0.9751995,66.79121983327688,15.052436226715672,0.0,2020,3,XS
4956,UOPBLRBU,C9300,C9300-48P,Q3 FY2011,MAR FY2011,13767,2020-03-01,9748.971435162126,15212.164107451545,15064.893780562998,15868.842974223857,2020,3,XL
4957,OTBU,15454W,NCS2015-SA-DC,Q3 FY2011,MAR FY2011,13,2020-03-01,35.466822779469354,90.6763479628552,47.51651545251344,7.521030326577694,2020,3,XS
4958,CSA,UCSCPU,UCS-CPU-I6226,Q3 FY2011,MAR FY2011,347,2020-03-01,415.68262844207845,382.8413998065788,292.9078276879088,258.7957748649293,2020,3,S
4959,RTOBU,C9130AX,C9130AXI-B,Q3 FY2011,MAR FY2011,12906,2020-03-01,4248.504403427325,2898.388733645671,9324.481185639244,4982.125814209885,2020,3,XL
4960,SRSBU,A9K1000,A9K1001-HX,Q3 FY2011,MAR FY2011,272,2020-03-01,270.4709652924769,278.4931592114515,301.26534618081166,420.2411775907639,2020,3,S
4961,TOASTBU,SFP10G,SFP-10G-LR-S,Q3 FY2011,MAR FY2011,33903,2020-03-01,22071.869383060864,35230.75345841247,37339.1577077654,34968.778514711994,2020,3,XL
4962,UCEBU,PHONVOC,CP-7841-K9,Q3 FY2011,MAR FY2011,95276,2020-03-01,54776.50872809617,99235.21481104416,81500.11126913244,83950.06809721829,2020,3,XL
4963,UCEBU,PHONVID,CP-8865-K9,Q3 FY2011,MAR FY2011,9379,2020-03-01,3944.375419852277,9450.309028618183,7453.619271445581,9492.412026948838,2020,3,XL
4964,BATBU,NCS540,N540-ACC-SYS,Q3 FY2011,MAR FY2011,878,2020-03-01,1029.380920276074,1095.3797846209045,1990.805770117859,717.6305463135727,2020,3,M
4965,SRSBU,A9K1000,A9K1002-HX,Q3 FY2011,MAR FY2011,226,2020-03-01,143.96172770660178,297.421600173221,247.4546858038612,357.53923647423466,2020,3,S
4966,CSA,UCSMEM,UCS-MR-X32G2RT-H,Q3 FY2011,MAR FY2011,41359,2020-03-01,15686.680259847224,21473.326924187066,25114.061337632786,23211.79584865681,2020,3,XL
4967,OTBU,15454W,NCS2K-16-AD-CCOFS=,Q3 FY2011,MAR FY2011,152,2020-03-01,159.87781441517737,56.99801658615004,180.87687375055813,284.1916524395344,2020,3,S
4968,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2011,MAR FY2011,2100,2020-03-01,2035.791174458726,2106.188382490668,1079.0348206058768,4737.6245177461815,2020,3,L
4969,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,MAR FY2011,18,2020-03-01,9.972174119029376,34.26350813133642,89.31481314165822,4.210841600470772,2020,3,XS
4970,CSA,UCSCPU,UCS-CPU-I8276L,Q3 FY2011,MAR FY2011,0,2020-03-01,7.85849704627568,7.204729592470207,66.86825912516673,0.0,2020,3,XS
4971,CSA,UCSCPU,UCS-CPU-I8268,Q3 FY2011,MAR FY2011,796,2020-03-01,525.2688484138611,586.4369206056208,725.2891838271855,511.2928637315314,2020,3,M
4972,BATBU,NCS560,N560-4-RSP4,Q3 FY2011,MAR FY2011,105,2020-03-01,813.4848537390137,151.43887887418362,382.147148188851,625.5281347097585,2020,3,S
4973,UOPBLRBU,C9200L,C9200L-24T-4X-E,Q3 FY2011,MAR FY2011,843,2020-03-01,667.202030697962,964.02378876416,848.2688614781696,670.08667758051,2020,3,M
4974,SRSBU,ISR1121,ISR4431/K9,Q3 FY2011,MAR FY2011,4133,2020-03-01,1953.5003979176608,3986.6061581689696,3829.842931353905,4338.617329502423,2020,3,L
4975,OTBU,NCS1000,NCS1K4-1.2T-K9,Q3 FY2011,MAR FY2011,158,2020-03-01,134.96832436885694,86.6021726224041,253.3368578359686,123.62521413687642,2020,3,S
4976,CSA,UCSCPU,UCS-CPU-I8260,Q3 FY2011,MAR FY2011,630,2020-03-01,695.6940559863247,801.2931543395479,460.4035228181049,630.0509450678722,2020,3,M
4977,EBBU,C9600,C9600-SUP-1,Q3 FY2011,MAR FY2011,500,2020-03-01,301.64284753243135,382.73361634303177,381.4057129012117,292.150613799074,2020,3,M
4978,CVEBU,CTSQS,CTS-CAM-P60+,Q3 FY2011,MAR FY2011,1344,2020-03-01,1741.9169970475537,2166.7436668771807,1399.3714445606538,1494.5526190522266,2020,3,M
4979,CSA,UCSC,UCSC-C240-M5SX,Q3 FY2011,MAR FY2011,1269,2020-03-01,618.4616618863358,1082.114365782723,1218.6914100735205,1182.2305058278089,2020,3,M
4980,UCEBU,PHON3PC,CP-8841-3PCC-K9,Q3 FY2011,MAR FY2011,2813,2020-03-01,8953.704584211788,4092.831353343182,5991.515844243032,7370.392462191493,2020,3,L
4981,QKBU,N9300,N9K-C9364C-GX,Q3 FY2011,MAR FY2011,49,2020-03-01,55.07039722182501,47.92319715410767,14.762415328829109,28.27823749166469,2020,3,XS
4982,UOPBLRBU,C1000,C1000-48T-4G-L,Q3 FY2011,MAR FY2011,264,2020-03-01,149.6587781883,198.3118548914776,12.04628385085084,57.57569211858156,2020,3,S
4983,UOPBLRBU,C9200L,C9200L-48P-4G-E,Q3 FY2011,MAR FY2011,4989,2020-03-01,2714.935768826341,4026.4306291279927,5139.060182410492,4435.90429977012,2020,3,L
4984,UCEBU,WPHONE,CP-8821-K9-BUN,Q3 FY2011,MAR FY2011,16015,2020-03-01,14378.542362269754,14109.876359021924,13988.587971804323,15339.721088400172,2020,3,XL
4985,UOPBLRBU,C9300,C9300-48UXM,Q3 FY2011,MAR FY2011,3974,2020-03-01,3445.034201547279,4301.911010051021,5010.121282083711,4092.9086664051065,2020,3,L
4986,UOPBLRBU,C9400,C9400-PWR-3200AC,Q3 FY2011,MAR FY2011,10619,2020-03-01,7180.62522413595,8008.912109995441,11117.940865678724,9634.999000575464,2020,3,XL
4987,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2011,MAR FY2011,606,2020-03-01,463.59594683355147,616.4856336374567,760.9854468937932,631.1959450809636,2020,3,M
4988,BATBU,NCS560,N560-4-SYS,Q3 FY2011,MAR FY2011,53,2020-03-01,364.7611176695877,71.87046745369844,191.8268072809877,354.03038837552225,2020,3,XS
4989,CSA,UCSCPU,UCS-CPU-A7702,Q3 FY2011,MAR FY2011,56,2020-03-01,,,55.9990467347943,0.0,2020,3,XS
4990,QKBU,N3000,N3K-C3432D-S,Q3 FY2011,MAR FY2011,2,2020-03-01,39.67337360429288,8.998942527490424,0.4903677497595102,36.91906045546728,2020,3,XS
4991,BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2011,MAR FY2011,716,2020-03-01,232.2153788096072,275.9805853134302,510.5031778913551,534.661211202363,2020,3,M
4992,SRSBU,4300ISR,ISR4331/K9,Q3 FY2011,MAR FY2011,12596,2020-03-01,8844.506313856342,15099.401157226648,14106.763200124336,13771.386864336582,2020,3,XL
4993,CPBU,DNAHW,DN2-CPU-I6238,Q3 FY2011,MAR FY2011,2,2020-03-01,,,82.62569833265998,0.0,2020,3,XS
4994,RTOBU,C9115AX,C9115AXE-B,Q3 FY2011,MAR FY2011,1455,2020-03-01,859.3869158310397,814.123999050611,1732.4392129924431,667.2670018912961,2020,3,M
4995,UOPBLRBU,C9200L,C9200L-48P-4X-E,Q3 FY2011,MAR FY2011,5996,2020-03-01,4630.469618302214,5713.367138476703,6321.252456939769,4240.875239508676,2020,3,XL
4996,SRSBU,ISR1K,C1111-8P,Q3 FY2011,MAR FY2011,14590,2020-03-01,12828.773424576064,8919.25941066465,11837.931868119073,10609.526029058445,2020,3,XL
4997,ECBU,MDS9000,DS-SFP-FC32G-SW,Q3 FY2011,MAR FY2011,10754,2020-03-01,27826.643031463285,14050.057832403569,12750.928321666572,15787.246322630672,2020,3,XL
4998,UCEBU,PHONVOC,CP-8841-K9,Q3 FY2011,MAR FY2011,82992,2020-03-01,45559.59399686352,70254.29650545614,74849.08108506384,62699.64392359981,2020,3,XL
4999,ERBU,A9K9KFM,A9K-RSP5-TR,Q3 FY2011,MAR FY2011,48,2020-03-01,115.96768368214552,146.041673593918,98.66965751425896,269.742617748834,2020,3,XS
5000,UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q3 FY2011,MAR FY2011,2924,2020-03-01,4503.285202503234,3635.522630538728,3678.8668910344495,3605.352682173888,2020,3,L
5001,EBBU,C9500,C9500-40X,Q3 FY2011,MAR FY2011,1542,2020-03-01,2129.372356521877,1562.715375268614,1706.8146040153038,1798.8838517862675,2020,3,L
5002,CVEBU,CTSQS,CS-KIT-MINI-K9,Q3 FY2011,MAR FY2011,5159,2020-03-01,2613.790138002324,2962.5724345277395,4098.770656376862,2738.127177626613,2020,3,XL
5003,CSA,UCSCPU,UCS-CPU-I6248R,Q3 FY2011,MAR FY2011,574,2020-03-01,,,1097.654823727127,0.0,2020,3,M
5004,SRSBU,A9K1000,A9K1000-ESP100,Q3 FY2011,MAR FY2011,99,2020-03-01,98.28273802465488,177.5946351060733,149.244270521822,175.8939204937392,2020,3,XS
5005,UOPBLRBU,C9300L,C9300L-48P-4X-E,Q3 FY2011,MAR FY2011,1542,2020-03-01,325.9519815834158,575.2027471129796,1083.1212581434193,445.3048581005114,2020,3,L
5006,BATBU,NCS540,N540-PWR400-D,Q3 FY2011,MAR FY2011,1552,2020-03-01,1624.8948400137683,1801.4898634624744,3347.4950718402133,1808.8721520564093,2020,3,L
5007,SRSBU,ISR1K,C1111-8PLTExA,Q3 FY2011,MAR FY2011,7596,2020-03-01,4178.281917347069,3764.7721713275087,7531.827833456821,3609.170385520122,2020,3,XL
5008,CRBU,8000,8808-FC,Q3 FY2011,APR FY2011,16,2020-04-01,0.0,93.36158781969966,250.6337562229041,0.0,2020,4,XS
5009,SRSBU,ISR1121,ISR4431/K9,Q3 FY2011,APR FY2011,4561,2020-04-01,4144.283916968792,3963.5127638103786,4657.646227539004,6200.074519341191,2020,4,L
5010,QKBU,N9300,N9K-C9348GC-FXP,Q3 FY2011,APR FY2011,3354,2020-04-01,2531.750961985056,2093.83333892259,3367.364631383079,3013.6269761515887,2020,4,L
5011,SRSBU,ISR1K,C1111-8P,Q3 FY2011,APR FY2011,17777,2020-04-01,14929.153761878651,9331.037270953022,16519.19948243631,13165.957483650598,2020,4,XL
5012,SRSBU,ISR1K,C1121-8P,Q3 FY2011,APR FY2011,579,2020-04-01,102.80461421980957,166.57277328313114,276.78211719201107,61.370092313525866,2020,4,M
5013,SRSBU,ISR1K,P-LTEA-EA,Q3 FY2011,APR FY2011,2579,2020-04-01,5229.530849973025,1585.9015522598722,1472.9286575150672,2269.1606854166976,2020,4,L
5014,QKBU,N9300,N9K-C9336C-FX2,Q3 FY2011,APR FY2011,4113,2020-04-01,2629.836115774136,1787.645675575336,3962.036190747039,2692.3406364618563,2020,4,L
5015,CVEBU,CTSQS,CS-KIT-K9,Q3 FY2011,APR FY2011,3523,2020-04-01,4449.793967634379,3429.599158612544,2729.3993756844,4980.780148830344,2020,4,L
5016,BATBU,NCS560,N560-4-RSP4,Q3 FY2011,APR FY2011,219,2020-04-01,190.52739841703416,169.73084021422844,150.12608989822235,316.5586363018091,2020,4,S
5017,BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2011,APR FY2011,2211,2020-04-01,1468.891285061958,2109.598495504755,1751.939904118028,2719.3139120340693,2020,4,L
5018,CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2011,APR FY2011,70,2020-04-01,23.08439822470644,39.45681316996754,69.47512538881406,18.113913513210985,2020,4,XS
5019,QKBU,N9500,N9K-C9508-FM-E2,Q3 FY2011,APR FY2011,822,2020-04-01,484.1790812350516,607.8886852572455,782.7176566503747,710.7329490429486,2020,4,M
5020,CSA,UCSC,UCSC-C220-M5SX,Q3 FY2011,APR FY2011,3368,2020-04-01,2541.0609795880787,2411.9823402295374,3427.592919956638,3563.4447111011755,2020,4,L
5021,CVEBU,CTSQS,CS-KIT-MINI-K9,Q3 FY2011,APR FY2011,3610,2020-04-01,5128.821025439189,3376.660529062357,3162.4511860100124,4375.679038359887,2020,4,L
